,id,주류,중분류,주류명,생산국가,생산자/제조사,포도품종,주원료,용량,도수,음용온도,추천음식,특징,당도,바디,산도,타닌,맛
1184,1185,브랜디/꼬냑,,샤또 뽈레NP,프랑스,,,,700,40.0,,,부드럽고 스무스한 향과 진한 갈색의 깊은 맛이 느껴지는 나폴레옹급 꼬냑입니다.,,,,,
1185,1186,브랜디/꼬냑,,샤또 뽈레XO,프랑스,,,,700,40.0,,,부드럼고  스무스한  향과 진한 갈색의  깊은맛이 조화롭게  균형 잡혀다. 수십년 오크통에서 숙성되었고 우아함과 고풍스러운 느낌의 병모양으로 수집가들이 장식장에 보관하고픈 병입니다.,,,,,
1186,1187,브랜디/꼬냑,,샤또드로바드vsop,프랑스,,,,700,40.0,,,,,,,,
1187,1188,브랜디/꼬냑,,샤또드로바드XO,프랑스,,,,700,40.0,,,,,,,,
1188,1189,브랜디/꼬냑,,샤를1세XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디,,,,,
1189,1190,브랜디/꼬냑,,샬로스 X.O,프랑스,,,,700,40.0,,,고풍스러운 디자인으로 아르마냑 내고시앙으로 유명한 프랑스산 디스틸러스사에서 생산하여 남부지방 특유의 후리티한 브랜디향과 중후한 맛과 향이 오래 지속되는 최고급 브랜디.,,,,,
1190,1191,브랜디/꼬냑,,샹그릴라EXTRA,프랑스,,,,700,40.0,,,"독특한 디자인의 크리스탈 예술품1847년 Jules Gautret가  설립한 유니꼬냑사의 제품뿌띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑오랜기간 리무진오크통에서 숙성시킨 원액 중에서 엄선하여 생산 되었으며,바이올렛향이 풍부한 프리미엄 꼬냑.",,,,,
1191,1192,브랜디/꼬냑,,세레스테X.O,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1192,1193,브랜디/꼬냑,,세르테XO,프랑스,,,,700,40.0,,,,,,,,
1193,1194,브랜디/꼬냑,,세실리아XO,프랑스,,,,700,40.0,,,선별된 포도로 양조한 와인을 증류하여 생산한 프랑스산 브랜디로 오크 숙성을 통한 바닐라 향과 은은한 나무향이 느껴지는 매혹적인 풍미가 특징.,,,,,
1194,1195,브랜디/꼬냑,,센츄리XO,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1195,1196,브랜디/꼬냑,,솔로몬XO,프랑스,,,,700,40.0,,,,,,,,
1196,1197,브랜디/꼬냑,,쇼베 X.O,프랑스,,,,700,40.0,,,,,,,,
1197,1198,브랜디/꼬냑,,슈만XO 추천상품,프랑스,,,,700,40.0,,,오크통에서 포도원액을 8년 숙성 정제시킨 브랜디이며 입안에서는 부드럽고 감칠 맛 나는 향을 느길 수 있다.,,,,,
1198,1199,브랜디/꼬냑,,스위트XO 추천상품,프랑스,,,,700,40.0,,,포도 원액을 브랜딩 오드비로 인한 아로마향은 풍부하고 부드럽다. 전통기법으로 제조된 브랜디이며 부드러운 맛과 향이 조화롭다.,,,,,
1199,1200,브랜디/꼬냑,,스프릿오브골드,프랑스,,,,700,195.0,,,,,,,,
1200,1201,브랜디/꼬냑,,시그너스EXTRA,프랑스,,,,700,40.0,,,독특한 디자인의 크리스탈 모양으로1847년 Jules Gautret가  설립한 유니꼬냑사의 제품. 뿌띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑 으로  오랜기간 리무진오크통에서 숙성시킨 원액 중에서 엄선하여 생산 되었으며  크리스탈병은 예술품과 같이 아름답고 오랫동안 지속되는 풍부한 아로마와 함께 강한 피니시와 스파이사한 맛의 여운을 즐길수 있습니다.,,,,,
1201,1202,브랜디/꼬냑,,시이저XO,프랑스,,,,700,40.0,,,,,,,,
1202,1203,브랜디/꼬냑,,써니X.O,프랑스,,,,700,40.0,,,,,,,,
1203,1204,브랜디/꼬냑,,쏠레일XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1204,1205,브랜디/꼬냑,,쏠레일XO,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1205,1206,브랜디/꼬냑,,아망떼XO,프랑스,,,,700,40.0,,,,,,,,
1206,1207,브랜디/꼬냑,,알렉산더no25,프랑스,,,,700,40.0,,,우아한 디자인과 어느 하나 치우치지 않는 완벽한 발란스와 깊고 부드러운 목넘김이 일품 럭셔리한  브랜디 입니다,,,,,
1207,1208,브랜디/꼬냑,,알렉산더X.O,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1208,1209,브랜디/꼬냑,,알렉시스,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1209,1210,브랜디/꼬냑,,알리타 추천상품,프랑스,,,,700,38.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1210,1211,브랜디/꼬냑,,알반골드XO,프랑스,,,,700,40.0,,,오크통에서 포도원액을 장기 숙성시킨 브랜디이며 입안에서는 부드럽고 감칠 맛 나는 향을 느낄수 있다.,,,,,
1211,1212,브랜디/꼬냑,,알프레도XO,프랑스,,,,700,40.0,,,유니꼬냑사의 제품으로 특수 증류기로 두번 증류하여 리무진 오크통에서 숙성시킨 부드러우면서도 우아한 향이 특징이다. 다양한 맛과 부드러움이 조화된 정통 프랑스산 브랜디로 위스키와 같이 이중 마개 처리되어 더욱 고급스럽다.,,,,,
1212,1213,브랜디/꼬냑,,앙리8세xo ,프랑스,,,,700,40.0,,,프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1213,1214,브랜디/꼬냑,,어거스트XO  추천상품,프랑스,,,,700,40.0,,,,,,,,
1214,1215,브랜디/꼬냑,,에뜨랑제XO,프랑스,,,,700,40.0,,,,,,,,
1215,1216,브랜디/꼬냑,,에리카XO,프랑스,,,,700,40.0,,,"화려하면서도 우아한 향, 다양한 맛과 부드러움이 조화된 정통의 브랜디.배 모양의 독특한 디자인이 독특하다.",,,,,
1216,1217,브랜디/꼬냑,,에밀리언XO,프랑스,,,,700,40.0,,,,,,,,
1217,1218,브랜디/꼬냑,,에비뉴상제리제,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디,,,,,
1218,1219,브랜디/꼬냑,,엑스트라오블XO,프랑스,,,,1000,40.0,,,,,,,,
1219,1220,브랜디/꼬냑,,엔탁티카화이트,프랑스,,,,700,40.0,,,,,,,,
1220,1221,브랜디/꼬냑,,엘라XO,프랑스,,,,500,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1221,1222,브랜디/꼬냑,,엘레강스XO,프랑스,,,,700,40.0,,,,,,,,
1222,1223,브랜디/꼬냑,,엘리세XO,프랑스,,,,700,40.0,,,,,,,,
1223,1224,브랜디/꼬냑,,엘리시안EXTRA,프랑스,,,,700,40.0,,,"독특한 디자인의 크리스탈 디컨더가 고급스러움을 더하며 유니꼬냑사의 제품으로 쁘띠뜨 상파뉴 지역의 최고 품질의 포도로 생산된 꼬냑을 사용한다. 오랜 기간 리무진 오크통에서 숙성시킨 원액 중에서 엄선하여 생산 되며 ,한병의 꼬냑이 탄생하기 까지 오랜 시간이 걸리는 이제품은 권위와 품위를 상진하는 최고의 수퍼프리미엄 꼬냑이다.",,,,,
1224,1225,브랜디/꼬냑,,엘리시앙EXTRA,프랑스,,,,700,40.0,,,"쁘띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑오랜기간 리무진오크통에서 숙성시킨 원액중에서 엄선하여 생산 되었으며, 부드럽고 바이올렛향이 풍부한 프리미엄 꼬냑.세밀한 꽃문향은 더욱 가치를 빛나게 한다.",,,,,
1225,1226,브랜디/꼬냑,,오딧세이XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디,,,,,
1226,1227,브랜디/꼬냑,,오르세XO,프랑스,,,,700,40.0,,,,,,,,
1227,1228,브랜디/꼬냑,,오타드EXTRA ,프랑스,,,,700,40.0,,,오타드 꼬냑은 전 생산량의 대부분이 프랑스내에서 소비할 만큼 유럽취향이다. 대중적인 맛과 향이 조합롭다.extra급의 오랜 숙성기간을 거침으로서 강한 남성의 향취와 같은 깊고 부드러운 맛이 조화롭다.,,,,,
1228,1229,브랜디/꼬냑,,오타드VSOP,프랑스,,,,700,40.0,,,오타드 꼬냑은 전 생산량의 대부분이 프랑스내에서 소비할 만큼 유럽취향이다. 대중적인 맛과 향이 조합롭다. 증류 후 1년간 소형 나무통에 숙성시킴으로써 새 통에서 배어나는 다소 거친 기운이 특유의 맛을 낸다.,,,,,
1229,1230,브랜디/꼬냑,,올드마르케스XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1230,1231,브랜디/꼬냑,,올림피아XO,프랑스,,,,700,40.0,,,,,,,,
1231,1232,브랜디/꼬냑,,윈체스터크리스탈 EXTRA,프랑스,,,,700,40.0,,,Jules Gautret가 설립한  UNICOGNAC S.A의 제품 쁘띠뜨샹파뉴 지역의 최고품질의 포도로 생산된 꼬냑.오랜기간 리무진 오크통에서 숙성시킨 원액중에서 엄선하여 생산 되었으며 1년에 300병 한정수량 생산되는 프리미엄꼬냑.,,,,,
1232,1233,브랜디/꼬냑,,윈체스트크리스탈,프랑스,,,,650,40.0,,,1847년 Jules Gautret가 설립한  UNICOGNAC S.A의 제품 쁘띠뜨샹파뉴 지역의 최고품질의 포도로 생산된 꼬냑.오랜기간 리무진 오크통에서 숙성시킨 원액중에서 엄선하여 생산 되었으며 1년에 300병 한정수량 생산되는 프리미엄꼬냑.,,,,,
1233,1234,브랜디/꼬냑,,이글스XO,프랑스,,,,550,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1234,1235,브랜디/꼬냑,,쟈케 X.O ,프랑스,,,,700,40.0,,,"골드빛을 띤,완벽하게 균형을 맞춘 오크향과 과일향이 조화를 이루어 입안에 감도는 맛이 환상적인 프랑스산 브랜디",,,,,
1235,1236,브랜디/꼬냑,,쟈케3세XO  ,프랑스,,,,700,40.0,,,"골드빛을 띤,완벽하게 균형을 맞춘 오크향과 과일향이 조화를 이루어 입안에 감도는 맛이 환상적인 프랑스산 브랜디.",,,,,
1236,1237,브랜디/꼬냑,,제네랄바로드,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디,,,,,
1237,1238,브랜디/꼬냑,,제우스XO,프랑스,,,,700,40.0,,,,,,,,
1238,1239,브랜디/꼬냑,,제우스xo,프랑스,,,,700,40.0,,,독특한 디자인과 골드 빛깔을 띤 완벽하게 균형을 맞춘 오크향과 과일향이 조화를 이루어 입안에 감도는 맛이 환상적인 프랑스산 브랜디.,,,,,
1239,1240,브랜디/꼬냑,,제파로스EXTRA,프랑스,,,,700,40.0,,,독특한 디자인의 크리스탈 모양으로1847년 Jules Gautret가  설립한 유니꼬냑사의 제품. 뿌띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑 으로  오랜기간 리무진오크통에서 숙성시킨 원액 중에서 엄선하여 생산 되었으며 크리스탈병은 예술품과 같이 아름답고 오랫동안 지속되는 풍부한 아로마와 함께 강한 피니시와 스파이사한 맛의 여운을 즐길수 있습니다.,,,,,
1240,1241,브랜디/꼬냑,,쥬메EXTRA,프랑스,,,,700,40.0,,,,,,,,
1241,1242,브랜디/꼬냑,,쥬메XO,프랑스,,,,700,40.0,,,,,,,,
1242,1243,브랜디/꼬냑,,챨스7세EXTRA,프랑스,,,,700,40.0,,,"핀느페테샹파뉴지역에서 생산된 최고급 꼬냑원액을 조화롭게 블랜딩하여 완벽하면서도 압도적인 균형감을 가졌다, 화려한 호박색의 짙은 색감과 초콜릿과 모카향이 풍부하다 긴 오크숙성으로 부드럽고 섬세한 긴 피니쉬를 가진 정통 엑스트라급의 꼬냑",,,,,
1243,1244,브랜디/꼬냑,,카이저XO  추천상품,프랑스,,,,700,40.0,,,"골드빛을 띤,완벽하게 균형을 맞춘 오크향과 과일향이 조화를 이루어 입안에 감도는 맛이 환상적인 프랑스산 브랜디",,,,,
1244,1245,브랜디/꼬냑,,칼바도스VSOP,프랑스,,,,700,40.0,,,,,,,,
1245,1246,브랜디/꼬냑,,캐서린XO,프랑스,,,,700,40.0,,,,,,,,
1246,1247,브랜디/꼬냑,,코르티나 EXTRA,프랑스,,,,700,40.0,,,"독특한 디자인의 크리스탈 예술품1847년  Jules Gautret가 설립한 유니꼬냑사의 제품 쁘띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑오랜기간 리무진오크통에서 숙성시킨 원액중에서 엄선하여 생산 되었으며,미묘하고 섬세한 맛과 풍부한 향이 특징",,,,,
1247,1248,브랜디/꼬냑,,코르티나 EXTRA ,프랑스,,,,850,40.0,,,"독특한 디자인의 크리스탈 예술품1847년  Jules Gautret가 설립한 유니꼬냑사의 제품 쁘띠뜨샹파뉴 지역 최고품질의 포도로 생산된 꼬냑오랜기간 리무진오크통에서 숙성시킨 원액중에서 엄선하여 생산 되었으며,미묘하고 섬세한 맛과 풍부한 향이 특징.",,,,,
1248,1249,브랜디/꼬냑,,크라운XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1249,1250,브랜디/꼬냑,,크라운XO ,프랑스,,,,700,40.0,,,,,,,,
1250,1251,브랜디/꼬냑,,크라운엑스트라,프랑스,,,,700,40.0,,,,,,,,
1251,1252,브랜디/꼬냑,,클로세X.O,프랑스,,,,700,40.0,,,포도 원액을 브랜딩 오드비로 인한 아로마향은 풍부하고 부드럽다. 전통기법으로 제조된 브랜디이며 우아한 디자인의 바틀과의 조화가 고급스럽다.,,,,,
1252,1253,브랜디/꼬냑,,킹덤X.O,프랑스,,,,700,40.0,,,독특한 디자인과 포도원액을 블랜딩하여 독특한 향을 창조하였으며 오드비로 인한 아로마 향은 풍부하고 부드럽다.,,,,,
1253,1254,브랜디/꼬냑,,킹스타XO,프랑스,,,,700,40.0,,,선별된 포도로 양조한 와인을 증류하여 생산한 프랑스산 브랜디로 오크 숙성을 통한 바닐라 향과 은은한 맛이 일품임.,,,,,
1254,1255,브랜디/꼬냑,,킹아더XO,프랑스,,,,700,40.0,,,,,,,,
1255,1256,브랜디/꼬냑,,킹챨스X.O,프랑스,,,,750,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1256,1257,브랜디/꼬냑,,타니에르NP,프랑스,,,,700,40.0,,,,,,,,
1257,1258,브랜디/꼬냑,,타워에펠XO,프랑스,,,,700,40.0,,,,,,,,
1258,1259,브랜디/꼬냑,,파라핀XO,프랑스,,,,700,40.0,,,,,,,,
1259,1260,브랜디/꼬냑,,파스칼XO,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1260,1261,브랜디/꼬냑,,파이어9 XO,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1261,1262,브랜디/꼬냑,,파피뉴X.O,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1262,1263,브랜디/꼬냑,,파피독스 칼바도스XO,프랑스,,,,700,40.0,,,"Papidoux Calvados XO는 6 년에서 완성까지 XO의 최소 저장 기간 이상으로 숙성되며, 숙성 된 훌륭한 사과 풍미의 가득함을 느끼게 합니다.   Papidoux Calvados XO matures more than the minimum storage period for XO from six years to its completion and combines the maturity of age with the finesse of a fine apple flavor.",,,,,
1263,1264,브랜디/꼬냑,,판테온XO ,프랑스,,,,700,40.0,,,,,,,,
1264,1265,브랜디/꼬냑,,팰리스18 XO,프랑스,,,,700,40.0,,,"프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.오랜 시간 동안 오크 배럴에서 숙성하여 프렌치 브랜디의 시그니쳐인 조화롭고 부드러운 깔끔한 맛과 섬세하면서도 달콤한 향기, 매력적인 럭셔리 풍미에 화려한 황금빛 주정이 섬세하고 우아한 과일과 오크향은 물론 입안을 가득 채우는 충만한 풍미가 있습니다.",,,,,
1265,1266,브랜디/꼬냑,,포맨XO,프랑스,,,,700,40.0,,,프랑스최고의 포도 생산지라고 불리는 핀느샹파뉴지역에서 만들어 졌다.특수 증류기로 두번 증류하여 프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향이 균형이 조화된 정통 프랑스산 꼬냑이다.,,,,,
1266,1267,브랜디/꼬냑,,프랑수아 EXTRA,프랑스,,,,700,40.0,,,"오래 숙성된 포도원액의 브랜딩 상품, 오드비로 인한 아로마향은 풍부하고 브랜디맛은 풍부하며, 전통방식의 제조기법과 현대적 디자인의 조화로운 브랜디.",,,,,
1267,1268,브랜디/꼬냑,,프로데릭XO,프랑스,,,,700,40.0,,,프랑스산 리부진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1268,1269,브랜디/꼬냑,,프리티지XO ,프랑스,,,,700,40.0,,,오크통에서 포도원액을 8년 숙성 정제시킨 브랜디이며 입안에서는 부드럽고 감칠 맛 나는 향을 느길 수 있다.,,,,,
1269,1270,브랜디/꼬냑,,프린스폴VSOP,프랑스,,,,700,40.0,,,,,,,,
1270,1271,브랜디/꼬냑,,피닉스 X.O,프랑스,,,,700,40.0,,,,,,,,
1271,1272,브랜디/꼬냑,,피케이알렉산더XO,프랑스,,,,750,40.0,,,,,,,,
1272,1273,브랜디/꼬냑,,핀칼바도스,프랑스,,,,700,40.0,,,,,,,,
1273,1274,브랜디/꼬냑,,하디 레전드1863,프랑스,,,,700,40.0,,,하디 설립 154년을 기념하여 만든 제품,,,,,
1274,1275,브랜디/꼬냑,,하인델리카트,프랑스,,,,700,40.0,,,꼬냑과 같이 특수 증류기로 두번 증류하여 프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 꼬냑.레어 & 델리케이트는 피누 샹파뉴 특유의 섬세하며 기분 좋은 맛을 가진다.,,,,,
1275,1276,브랜디/꼬냑,,하인앤티크 ,프랑스,,,,700,40.0,,,"레어 & 델리케이트는 숙성 10년 산으로, 피누 샹파뉴 특유의 섬세하며 기분 좋은 맛을 가진다.안티크는 피누, 샹파뉴에서 20년 이상 숙성한 꼬냑으로, 순하며 섬세한 향과 성숙한 맛을 가진다.트리옴프는 그랜드 샹파뉴 AC의 품. 40~50년 숙성시킨 술로, 미묘한 향과 고급스러운 맛이 특징",,,,,
1276,1277,브랜디/꼬냑,,헤네시VSOP,프랑스,,,,700,40.0,,,"헤네시 사는 1765년, 아일랜드 출신인 리챠드 헤네시에 의해서 꼬냑으로 창업되었으며, 회사 형태로 조직된 것은 그의 아들인 제임스 대이다.리챠드가 창업한 지 꼭 100년 후인 1865년, 4대인 모리스 헤네시가 그때까지 행한 통판매에서 자기 회사의 라벨을 붙인 병 형태의 출하를 꼬냑업자로서 처음으로 채용했다. 동시에 ☆☆☆마크를 채용해서 숙성 연도를 표시했다. 그는 또한 1870년에 XO라는 표시도 고안해서 라벨에 처음으로 채용했다.헤네시 사는 현재 620ha의 자가 포도농장, 28곳의 증류소를 소유하고 있는데, 이 것만으로 전 제품을 생산할 수 없기 때문에 전속 계약한 포도 농장을 다수 가지고 있으며, 증류업자로부터 구입하는 원액의 양도 많다. 이들 원액은 리무쟝과 토론세에서 생산한 오크통에 채워 38곳의 저장고에서 숙성시키고 있으며, 동사 보유 원액의 총량은 23만통을 넘는다.VSOP는 콘트 4이상, 25년 숙성한 원액을 배합한 것으로, 헤네시 제품으로서는 순한 편으로, 모든 사람에게 맞는다.퀴베는 VSOP의 장점을 살린 고급품으로, 일본과 동남 아시아에서만 발매되고 있다.XO는 10년부터 70년간 숙성한 원액을 배합한 것으로, 고급스러우며 부드러운 숙성 향미를 가진다. 병의 디자인은 1870년 XO브랜드를 창시했을 때의 카라프형의 모양을 계승하고 있다.익스트라는 장기간 통 숙성한 고주를 듬뿍 배합한 것으로, 중후한 격조를 가진 꼬냑.리샤르는 창업자인 리챠드(프랑스어로 읽으면 리샤르)의 이름을 붙인 최고급품. 19세기 초에 증류된 초고주 등 100종 이상의 비장 고주가 배합되어 있다. 병은 세계 유수의 크리스탈 메이커인 산 루이에 의한 수공예품 데칸터. 병마다 개별 번호가 새겨져있다.",,,,,
1277,1278,브랜디/꼬냑,,헤네시XO,프랑스,,,,700,40.0,,,"헤네시 사는 1765년, 아일랜드 출신인 리챠드 헤네시에 의해서 꼬냑으로 창업되었으며, 회사 형태로 조직된 것은 그의 아들인 제임스 대이다.리챠드가 창업한 지 꼭 100년 후인 1865년, 4대인 모리스 헤네시가 그때까지 행한 통판매에서 자기 회사의 라벨을 붙인 병 형태의 출하를 꼬냑업자로서 처음으로 채용했다. 동시에 ☆☆☆마크를 채용해서 숙성 연도를 표시했다. 그는 또한 1870년에 XO라는 표시도 고안해서 라벨에 처음으로 채용했다.헤네시 사는 현재 620ha의 자가 포도농장, 28곳의 증류소를 소유하고 있는데, 이 것만으로 전 제품을 생산할 수 없기 때문에 전속 계약한 포도 농장을 다수 가지고 있으며, 증류업자로부터 구입하는 원액의 양도 많다. 이들 원액은 리무쟝과 토론세에서 생산한 오크통에 채워 38곳의 저장고에서 숙성시키고 있으며, 동사 보유 원액의 총량은 23만통을 넘는다.VSOP는 콘트 4이상, 25년 숙성한 원액을 배합한 것으로, 헤네시 제품으로서는 순한 편으로, 모든 사람에게 맞는다.퀴베는 VSOP의 장점을 살린 고급품으로, 일본과 동남 아시아에서만 발매되고 있다.XO는 10년부터 70년간 숙성한 원액을 배합한 것으로, 고급스러우며 부드러운 숙성 향미를 가진다. 병의 디자인은 1870년 XO브랜드를 창시했을 때의 카라프형의 모양을 계승하고 있다.  EXTRA는 장기간 통 숙성한 고주를 듬뿍 배합한 것으로, 중후한 격조를 가진 꼬냑. 리샤르는 창업자인 리챠드(프랑스어로 읽으면 리샤르)의 이름을 붙인 최고급품. 19세기 초에 증류된 초고주 등 100종 이상의 비장 고주가 배합되어 있다. 병은 세계 유수의 크리스탈 메이커인 산 루이에 의한 수공예품 데칸터. 병마다 개별 번호가 새겨져있다",,,,,
